transaction_id,transaction_reference,account_id,transaction_type,amount,transaction_date,transaction_status,remarks,hour,day_of_week,day_of_month,month,is_weekend,account_average_amount,account_std_amount,account_transaction_count,amount_deviation,is_anomaly
1301,TXN00001301,274,IMPS,17716.18,2025-11-19 14:11:00,Pending,Normal transaction,14,2,19,11,0,28897.28,14092.57,22,0.7934,0
1302,TXN00001302,463,Withdrawal,20974.95,2025-08-25 09:44:00,Success,Normal transaction,9,0,25,8,0,20936.41,10741.52,14,0.0036,0
1303,TXN00001303,212,UPI,20393.78,2025-11-10 13:04:00,Success,Normal transaction,13,0,10,11,0,18117.05,7951.19,22,0.2863,0
1304,TXN00001304,166,Transfer,18182.37,2025-06-05 18:39:00,Success,Normal transaction,18,3,5,6,0,22400.12,11590.81,21,0.3639,0
1305,TXN00001305,282,RTGS,12124.87,2025-07-05 00:31:00,Success,Normal transaction,0,5,5,7,1,9999.49,3845.97,23,0.5526,0
1306,TXN00001306,232,Withdrawal,9868.9,2025-10-17 03:39:00,Success,Normal transaction,3,4,17,10,0,16071.32,13265.77,15,0.4676,0
1307,TXN00001307,18,IMPS,21568.18,2025-01-12 20:54:00,Success,Normal transaction,20,6,12,1,1,17238.55,8153.48,10,0.531,0
1308,TXN00001308,456,Withdrawal,5995.26,2025-08-07 16:42:00,Failed,Normal transaction,16,3,7,8,0,16445.38,13433.05,29,0.7779,0
1309,TXN00001309,110,NEFT,2557.76,2025-01-16 19:15:00,Success,Normal transaction,19,3,16,1,0,2330.22,972.69,20,0.2339,0
1310,TXN00001310,483,UPI,33802.57,2025-07-20 22:42:00,Success,Normal transaction,22,6,20,7,1,12278.76,6997.98,23,3.0757,0
1311,TXN00001311,262,Transfer,14280.55,2025-04-23 15:50:00,Success,Normal transaction,15,2,23,4,0,19550.23,12133.6,18,0.4343,0
1312,TXN00001312,236,Withdrawal,12536.77,2025-04-11 18:51:00,Success,Normal transaction,18,4,11,4,0,20049.05,9802.91,17,0.7663,0
1313,TXN00001313,456,Transfer,16674.95,2025-06-19 15:52:00,Success,Normal transaction,15,3,19,6,0,16445.38,13433.05,29,0.0171,0
1314,TXN00001314,154,Deposit,13788.37,2025-10-19 02:58:00,Success,Normal transaction,2,6,19,10,1,17028.86,10588.74,32,0.306,0
1315,TXN00001315,112,UPI,5396.41,2025-08-25 10:24:00,Success,Normal transaction,10,0,25,8,0,5381.02,2869.25,21,0.0054,0
1316,TXN00001316,89,Withdrawal,29101.73,2025-03-11 10:36:00,Success,Normal transaction,10,1,11,3,0,26369.8,15942.63,15,0.1714,0
1317,TXN00001317,154,Deposit,17710.41,2025-10-05 20:00:00,Success,Normal transaction,20,6,5,10,1,17028.86,10588.74,32,0.0644,0
1318,TXN00001318,29,RTGS,27641.78,2025-09-01 11:52:00,Success,Normal transaction,11,0,1,9,0,16623.33,7857.9,24,1.4022,0
1319,TXN00001319,419,Withdrawal,21268.82,2025-03-29 18:35:00,Success,Normal transaction,18,5,29,3,1,22789.63,17924.44,18,0.0848,0
1320,TXN00001320,117,UPI,17681.06,2025-01-09 07:49:00,Success,Normal transaction,7,3,9,1,0,24891.98,16112.09,19,0.4475,0
1321,TXN00001321,324,Withdrawal,10652.08,2025-08-10 22:28:00,Success,Normal transaction,22,6,10,8,1,8330.58,6446.59,14,0.3601,0
1322,TXN00001322,164,Transfer,38743.0,2025-04-19 22:06:00,Success,Normal transaction,22,5,19,4,1,16705.43,9951.76,18,2.2144,0
1323,TXN00001323,358,Deposit,13806.68,2025-02-06 18:53:00,Success,Normal transaction,18,3,6,2,0,13930.63,6058.17,14,0.0205,0
1324,TXN00001324,202,IMPS,1498.66,2025-03-07 14:18:00,Success,Normal transaction,14,4,7,3,0,3465.62,2542.56,24,0.7736,0
1325,TXN00001325,149,UPI,3237.84,2025-04-18 18:42:00,Success,Unusual transaction time,2,4,18,4,0,2190.61,1148.27,15,0.912,1
1326,TXN00001326,43,Withdrawal,1256.51,2025-02-05 21:46:00,Success,Normal transaction,21,2,5,2,0,1743.15,697.98,20,0.6972,0
1327,TXN00001327,135,Deposit,7144.43,2025-11-13 09:16:00,Success,Normal transaction,9,3,13,11,0,26439.9,17022.75,20,1.1335,0
1328,TXN00001328,67,UPI,6299.48,2025-12-17 04:43:00,Success,Normal transaction,4,2,17,12,0,4278.06,2393.77,22,0.8444,0
1329,TXN00001329,250,Withdrawal,15941.11,2025-05-23 19:05:00,Success,Normal transaction,19,4,23,5,0,28171.5,20668.81,14,0.5917,0
1330,TXN00001330,377,Transfer,20169.7,2025-06-26 10:45:00,Success,Normal transaction,10,3,26,6,0,26067.72,16959.94,20,0.3478,0
1331,TXN00001331,398,Withdrawal,13215.96,2025-03-07 05:46:00,Success,Normal transaction,5,4,7,3,0,11946.94,5045.21,17,0.2515,0
1332,TXN00001332,212,Withdrawal,19379.13,2025-09-11 15:07:00,Success,Normal transaction,15,3,11,9,0,18117.05,7951.19,22,0.1587,0
1333,TXN00001333,177,Transfer,25745.89,2025-01-18 15:02:00,Success,Normal transaction,15,5,18,1,1,23921.52,11203.52,21,0.1628,0
1334,TXN00001334,87,IMPS,14461.54,2025-11-19 00:10:00,Success,Normal transaction,0,2,19,11,0,22349.49,12561.61,16,0.6279,0
1335,TXN00001335,226,Deposit,8589.85,2025-06-20 00:31:00,Success,Normal transaction,0,4,20,6,0,7421.66,3395.48,25,0.344,0
1336,TXN00001336,192,Deposit,19491.04,2025-03-04 11:42:00,Success,Normal transaction,11,1,4,3,0,29064.79,15197.09,21,0.63,0
1337,TXN00001337,28,Deposit,19665.43,2025-04-18 12:50:00,Success,Normal transaction,12,4,18,4,0,17454.81,13129.49,20,0.1684,0
1338,TXN00001338,420,Deposit,26558.98,2025-09-07 23:06:00,Success,Normal transaction,23,6,7,9,1,21840.02,10655.74,23,0.4429,0
1339,TXN00001339,57,Withdrawal,1594.98,2025-12-10 02:38:00,Success,Normal transaction,2,2,10,12,0,3384.93,2113.32,25,0.847,0
1340,TXN00001340,108,UPI,34546.56,2025-06-04 06:47:00,Success,Normal transaction,6,2,4,6,0,18626.16,9162.18,29,1.7376,0
1341,TXN00001341,268,UPI,13189.2,2025-12-18 17:29:00,Success,Normal transaction,17,3,18,12,0,20648.17,15230.92,23,0.4897,0
1342,TXN00001342,73,UPI,990.8,2025-01-14 09:21:00,Success,Normal transaction,9,1,14,1,0,789.14,523.16,23,0.3855,0
1343,TXN00001343,464,UPI,18103.96,2025-02-01 15:54:00,Success,Normal transaction,15,5,1,2,1,16460.61,6013.9,11,0.2733,0
1344,TXN00001344,31,Deposit,42282.96,2025-07-17 12:59:00,Success,Normal transaction,12,3,17,7,0,18815.56,14299.39,12,1.6411,0
1345,TXN00001345,336,IMPS,1324.62,2025-02-18 11:52:00,Success,Normal transaction,11,1,18,2,0,1692.19,762.9,20,0.4818,0
1346,TXN00001346,139,UPI,7764.29,2025-09-20 07:17:00,Success,Normal transaction,7,5,20,9,1,12802.97,5366.46,10,0.9389,0
1347,TXN00001347,10,Deposit,17658.16,2025-10-09 10:58:00,Success,Normal transaction,10,3,9,10,0,19546.32,8520.44,16,0.2216,0
1348,TXN00001348,195,Transfer,7453.7,2025-03-14 12:42:00,Success,Normal transaction,12,4,14,3,0,8354.85,4120.69,24,0.2187,0
1349,TXN00001349,249,NEFT,37432.54,2025-03-06 02:16:00,Success,Normal transaction,2,3,6,3,0,32436.27,24925.77,20,0.2004,0
1350,TXN00001350,257,IMPS,9633.95,2025-01-16 15:32:00,Success,Normal transaction,15,3,16,1,0,29119.13,14918.23,20,1.3061,0
1351,TXN00001351,473,Transfer,872.41,2025-08-31 21:33:00,Success,Normal transaction,21,6,31,8,1,2022.32,1983.55,15,0.5797,0
1352,TXN00001352,382,Deposit,9765.98,2025-09-10 12:25:00,Success,Normal transaction,12,2,10,9,0,17252.67,7610.37,22,0.9837,0
1353,TXN00001353,182,Transfer,5531.97,2025-06-21 23:58:00,Failed,Normal transaction,23,5,21,6,1,3619.97,2865.2,20,0.6673,0
1354,TXN00001354,257,Deposit,60045.45,2025-02-15 03:41:00,Success,Normal transaction,3,5,15,2,1,29119.13,14918.23,20,2.0731,0
1355,TXN00001355,450,Withdrawal,2403.64,2025-01-22 10:57:00,Pending,Normal transaction,10,2,22,1,0,2587.27,1571.08,19,0.1169,0
1356,TXN00001356,486,Deposit,20576.31,2025-04-21 11:17:00,Success,Normal transaction,11,0,21,4,0,22094.0,12580.1,24,0.1206,0
1357,TXN00001357,202,UPI,2662.04,2025-03-05 22:19:00,Success,Normal transaction,22,2,5,3,0,3465.62,2542.56,24,0.3161,0
1358,TXN00001358,267,IMPS,33302.01,2025-06-15 14:35:00,Success,Normal transaction,14,6,15,6,1,19589.34,11582.64,15,1.1839,0
1359,TXN00001359,294,Deposit,5599.18,2025-08-16 11:17:00,Success,Normal transaction,11,5,16,8,1,10164.86,5725.59,30,0.7974,0
1360,TXN00001360,169,Withdrawal,1708.98,2025-04-06 22:53:00,Success,Normal transaction,22,6,6,4,1,1799.11,923.23,20,0.0976,0
1361,TXN00001361,71,Transfer,33203.72,2025-05-28 07:37:00,Success,Normal transaction,7,2,28,5,0,23860.34,12232.57,23,0.7638,0
1362,TXN00001362,159,UPI,8328.28,2025-04-09 11:42:00,Success,Normal transaction,11,2,9,4,0,7617.07,3419.41,22,0.208,0
1363,TXN00001363,466,IMPS,10748.64,2025-04-16 16:43:00,Success,Normal transaction,16,2,16,4,0,10178.73,5530.19,21,0.1031,0
1364,TXN00001364,290,RTGS,25971.12,2025-08-20 04:38:00,Success,Normal transaction,4,2,20,8,0,16948.98,11457.09,23,0.7875,0
1365,TXN00001365,273,IMPS,4916.15,2025-03-28 04:58:00,Success,Normal transaction,4,4,28,3,0,23527.98,12126.63,19,1.5348,0
1366,TXN00001366,430,NEFT,4890.0,2025-01-22 11:15:00,Success,Normal transaction,11,2,22,1,0,3964.77,1996.71,27,0.4634,0
1367,TXN00001367,451,IMPS,13636.19,2025-10-27 11:08:00,Success,Normal transaction,11,0,27,10,0,24920.64,17214.12,24,0.6555,0
1368,TXN00001368,382,IMPS,6419.55,2025-07-19 08:56:00,Success,Normal transaction,8,5,19,7,1,17252.67,7610.37,22,1.4235,0
1369,TXN00001369,97,Deposit,17627.29,2025-05-15 12:40:00,Success,Normal transaction,12,3,15,5,0,19269.27,11997.24,24,0.1369,0
1370,TXN00001370,314,Transfer,51269.53,2025-06-18 03:28:00,Success,Normal transaction,3,2,18,6,0,35113.73,25770.96,15,0.6269,0
1371,TXN00001371,119,UPI,20739.11,2025-09-19 14:32:00,Success,Normal transaction,14,4,19,9,0,27543.89,14324.06,27,0.4751,0
1372,TXN00001372,400,Withdrawal,32066.08,2025-12-08 08:14:00,Success,Normal transaction,8,0,8,12,0,17911.7,8963.6,21,1.5791,0
1373,TXN00001373,192,Deposit,54568.59,2025-10-10 03:21:00,Success,Normal transaction,3,4,10,10,0,29064.79,15197.09,21,1.6782,0
1374,TXN00001374,71,Deposit,40025.08,2025-06-14 18:24:00,Success,Normal transaction,18,5,14,6,1,23860.34,12232.57,23,1.3215,0
1375,TXN00001375,392,IMPS,26145.99,2025-07-16 12:07:00,Pending,Normal transaction,12,2,16,7,0,11991.26,5683.18,18,2.4906,0
1376,TXN00001376,114,UPI,30530.9,2025-05-28 16:46:00,Success,Normal transaction,16,2,28,5,0,21212.11,8782.33,20,1.0611,0
1377,TXN00001377,34,Deposit,24753.68,2025-11-16 21:03:00,Success,Normal transaction,21,6,16,11,1,28678.25,16126.07,22,0.2434,0
1378,TXN00001378,251,UPI,3196.18,2025-11-30 04:10:00,Success,Normal transaction,4,6,30,11,1,10592.6,5971.73,21,1.2386,0
1379,TXN00001379,219,Withdrawal,14338.13,2025-01-31 10:58:00,Success,Normal transaction,10,4,31,1,0,18901.13,11360.95,21,0.4016,0
1380,TXN00001380,423,Withdrawal,1719.75,2025-08-16 20:16:00,Success,Normal transaction,20,5,16,8,1,3329.7,2008.96,13,0.8014,0
1381,TXN00001381,481,UPI,52541.93,2025-01-29 01:02:00,Success,Normal transaction,1,2,29,1,0,18494.0,11714.18,26,2.9066,0
1382,TXN00001382,232,Withdrawal,11633.03,2025-01-31 21:16:00,Success,Normal transaction,21,4,31,1,0,16071.32,13265.77,15,0.3346,0
1383,TXN00001383,126,Transfer,11732.85,2025-10-16 01:48:00,Failed,Normal transaction,1,3,16,10,0,13692.72,6873.4,27,0.2851,0
1384,TXN00001384,21,Transfer,20979.32,2025-02-05 21:30:00,Success,Normal transaction,21,2,5,2,0,18636.41,9725.08,28,0.2409,0
1385,TXN00001385,226,Withdrawal,6634.97,2025-08-10 18:28:00,Success,Normal transaction,18,6,10,8,1,7421.66,3395.48,25,0.2317,0
1386,TXN00001386,147,Withdrawal,39207.66,2025-11-04 15:03:00,Success,Normal transaction,15,1,4,11,0,18481.08,8870.96,22,2.3365,0
1387,TXN00001387,471,Deposit,566.45,2025-04-14 13:49:00,Success,Normal transaction,13,0,14,4,0,919.66,583.01,27,0.6058,0
1388,TXN00001388,331,Withdrawal,10263.08,2025-12-31 13:37:00,Success,Normal transaction,13,2,31,12,0,10047.01,4604.43,26,0.0469,0
1389,TXN00001389,399,Transfer,12561.16,2025-04-09 12:39:00,Success,Normal transaction,12,2,9,4,0,24526.43,17380.21,14,0.6884,0
1390,TXN00001390,166,Withdrawal,10143.55,2025-05-11 06:07:00,Success,Normal transaction,6,6,11,5,1,22400.12,11590.81,21,1.0574,0
1391,TXN00001391,460,UPI,2436.45,2025-05-28 01:01:00,Success,Normal transaction,1,2,28,5,0,3747.12,2376.66,28,0.5515,0
1392,TXN00001392,47,Deposit,7972.85,2025-04-30 10:00:00,Success,Normal transaction,10,2,30,4,0,8115.43,2524.73,23,0.0565,0
1393,TXN00001393,64,Deposit,7297.09,2025-11-24 05:48:00,Success,Normal transaction,5,0,24,11,0,8434.28,4141.88,20,0.2746,0
1394,TXN00001394,44,Transfer,15564.29,2025-10-07 16:24:00,Success,Normal transaction,16,1,7,10,0,23685.43,12875.24,24,0.6308,0
1395,TXN00001395,500,Transfer,11379.3,2025-04-27 10:26:00,Success,Normal transaction,10,6,27,4,1,28840.34,28979.49,18,0.6025,0
1396,TXN00001396,195,Deposit,8412.77,2025-05-05 10:25:00,Success,Normal transaction,10,0,5,5,0,8354.85,4120.69,24,0.0141,0
1397,TXN00001397,290,NEFT,6545.73,2025-04-20 07:00:00,Success,Normal transaction,7,6,20,4,1,16948.98,11457.09,23,0.908,0
1398,TXN00001398,75,Deposit,27064.97,2025-02-07 08:42:00,Success,Normal transaction,8,4,7,2,0,19588.43,12826.3,20,0.5829,0
1399,TXN00001399,159,UPI,6615.37,2025-11-21 22:55:00,Success,Normal transaction,22,4,21,11,0,7617.07,3419.41,22,0.2929,0
1400,TXN00001400,93,Deposit,8585.61,2025-04-06 19:22:00,Pending,Normal transaction,19,6,6,4,1,20190.94,14180.03,27,0.8184,0
1401,TXN00001401,2,Transfer,20071.59,2025-07-04 07:26:00,Success,Normal transaction,7,4,4,7,0,23395.81,14208.36,29,0.234,0
1402,TXN00001402,255,NEFT,3076.32,2025-01-05 04:29:00,Success,Normal transaction,4,6,5,1,1,5491.27,3846.17,16,0.6279,0
1403,TXN00001403,253,Deposit,25450.39,2025-12-13 09:40:00,Success,Normal transaction,9,5,13,12,1,25718.96,10623.79,23,0.0253,0
1404,TXN00001404,227,Deposit,50872.26,2025-01-05 18:52:00,Success,Normal transaction,18,6,5,1,1,26125.09,14777.95,27,1.6746,0
1405,TXN00001405,281,Deposit,7952.38,2025-06-01 04:43:00,Success,Normal transaction,4,6,1,6,1,33945.16,23910.28,18,1.0871,0
1406,TXN00001406,76,Deposit,19559.78,2025-09-12 03:33:00,Success,Normal transaction,3,4,12,9,0,25982.71,16484.48,26,0.3896,0
1407,TXN00001407,438,Deposit,18895.87,2025-08-06 07:38:00,Success,Unusual transaction time,4,2,6,8,0,24174.34,16164.23,19,0.3266,1
1408,TXN00001408,45,Deposit,9895.11,2025-10-31 14:51:00,Failed,Normal transaction,14,4,31,10,0,7895.8,4104.29,20,0.4871,0
1409,TXN00001409,83,UPI,9677.8,2025-05-10 04:37:00,Pending,Normal transaction,4,5,10,5,1,10566.2,6397.56,18,0.1389,0
1410,TXN00001410,384,Transfer,14546.8,2025-01-27 02:21:00,Success,Normal transaction,2,0,27,1,0,23963.48,11562.19,23,0.8144,0
1411,TXN00001411,154,Withdrawal,10481.13,2025-10-03 22:26:00,Success,Normal transaction,22,4,3,10,0,17028.86,10588.74,32,0.6184,0
1412,TXN00001412,389,Withdrawal,12192.51,2025-02-17 06:39:00,Success,Normal transaction,6,0,17,2,0,22541.6,13748.37,26,0.7528,0
1413,TXN00001413,69,Deposit,4204.54,2025-07-19 19:48:00,Success,Normal transaction,19,5,19,7,1,2798.43,1241.75,22,1.1324,0
1414,TXN00001414,212,Transfer,17657.19,2025-06-02 05:25:00,Success,Normal transaction,5,0,2,6,0,18117.05,7951.19,22,0.0578,0
1415,TXN00001415,56,Transfer,65685.47,2025-03-05 20:08:00,Success,Normal transaction,20,2,5,3,0,28725.19,22171.04,14,1.6671,0
1416,TXN00001416,353,Transfer,16092.05,2025-07-29 02:57:00,Success,Normal transaction,2,1,29,7,0,13899.46,7850.82,16,0.2793,0
1417,TXN00001417,435,Withdrawal,1734.34,2025-09-15 16:02:00,Pending,Normal transaction,16,0,15,9,0,3056.36,2066.44,20,0.6398,0
1418,TXN00001418,315,Transfer,9125.74,2025-12-29 10:39:00,Success,Normal transaction,10,0,29,12,0,24527.71,15475.73,22,0.9952,0
1419,TXN00001419,93,RTGS,7099.42,2025-06-19 11:06:00,Success,Normal transaction,11,3,19,6,0,20190.94,14180.03,27,0.9232,0
1420,TXN00001420,100,Deposit,1315.23,2025-01-18 11:11:00,Success,Normal transaction,11,5,18,1,1,3246.77,1880.3,20,1.0272,0
1421,TXN00001421,408,Deposit,886.67,2025-05-31 23:22:00,Success,Normal transaction,23,5,31,5,1,1012.88,467.85,23,0.2698,0
1422,TXN00001422,213,Withdrawal,21791.6,2025-09-01 01:26:00,Success,Normal transaction,1,0,1,9,0,18668.4,10003.44,26,0.3122,0
1423,TXN00001423,413,Transfer,9970.25,2025-01-09 05:26:00,Success,Normal transaction,5,3,9,1,0,24088.19,16901.09,15,0.8353,0
1424,TXN00001424,354,Deposit,7348.86,2025-02-19 09:31:00,Success,Normal transaction,9,2,19,2,0,5751.12,3397.04,34,0.4703,0
1425,TXN00001425,260,Transfer,2208.68,2025-01-05 11:09:00,Success,Normal transaction,11,6,5,1,1,3471.46,2135.04,30,0.5915,0
1426,TXN00001426,171,Withdrawal,18538.2,2025-01-22 04:51:00,Success,Normal transaction,4,2,22,1,0,17373.45,8489.81,17,0.1372,0
1427,TXN00001427,100,Withdrawal,7629.39,2025-09-04 01:52:00,Pending,Normal transaction,1,3,4,9,0,3246.77,1880.3,20,2.3308,0
1428,TXN00001428,246,RTGS,38065.19,2025-01-26 21:25:00,Success,Normal transaction,21,6,26,1,1,25643.27,13463.94,16,0.9226,0
1429,TXN00001429,247,Deposit,9481.48,2025-12-02 09:52:00,Success,Normal transaction,9,1,2,12,0,10278.54,4317.81,19,0.1846,0
1430,TXN00001430,275,RTGS,7979.99,2025-12-03 18:15:00,Success,Normal transaction,18,2,3,12,0,14032.43,6182.58,24,0.979,0
1431,TXN00001431,212,RTGS,5343.73,2025-02-10 19:03:00,Success,Normal transaction,19,0,10,2,0,18117.05,7951.19,22,1.6065,0
1432,TXN00001432,154,Transfer,8410.84,2025-08-18 17:48:00,Success,Normal transaction,17,0,18,8,0,17028.86,10588.74,32,0.8139,0
1433,TXN00001433,10,Deposit,15891.07,2025-08-30 13:12:00,Success,Normal transaction,13,5,30,8,1,19546.32,8520.44,16,0.429,0
1434,TXN00001434,455,UPI,1873.45,2025-02-18 05:09:00,Pending,Normal transaction,5,1,18,2,0,3948.68,1832.82,22,1.1323,0
1435,TXN00001435,144,NEFT,7323.29,2025-09-04 23:07:00,Failed,Normal transaction,23,3,4,9,0,8398.76,4374.62,22,0.2458,0
1436,TXN00001436,321,Transfer,14558.6,2025-05-01 20:31:00,Success,Normal transaction,20,3,1,5,0,12138.21,6130.71,16,0.3948,0
1437,TXN00001437,200,Deposit,17326.09,2025-03-27 02:00:00,Success,Normal transaction,2,3,27,3,0,23108.16,14375.39,26,0.4022,0
1438,TXN00001438,385,Withdrawal,12945.76,2025-08-18 00:16:00,Success,Normal transaction,0,0,18,8,0,20506.12,12441.06,25,0.6077,0
1439,TXN00001439,140,Withdrawal,26671.43,2025-12-28 22:39:00,Success,Normal transaction,22,6,28,12,1,31674.22,27460.8,24,0.1822,0
1440,TXN00001440,191,Withdrawal,3546.23,2025-08-09 08:49:00,Success,Normal transaction,8,5,9,8,1,2865.95,1268.41,19,0.5363,0
1441,TXN00001441,155,Deposit,13531.14,2025-09-30 11:53:00,Success,Normal transaction,11,1,30,9,0,22633.49,11668.31,24,0.7801,0
1442,TXN00001442,399,Deposit,41057.81,2025-03-09 10:22:00,Success,Normal transaction,10,6,9,3,1,24526.43,17380.21,14,0.9512,0
1443,TXN00001443,13,UPI,19792.02,2025-12-31 03:04:00,Success,Normal transaction,3,2,31,12,0,28480.46,15857.19,15,0.5479,0
1444,TXN00001444,175,RTGS,16476.67,2025-08-14 23:54:00,Success,Normal transaction,23,3,14,8,0,20070.44,10636.12,21,0.3379,0
1445,TXN00001445,74,UPI,30232.22,2025-03-13 13:04:00,Success,Normal transaction,13,3,13,3,0,24387.53,14786.72,23,0.3953,0
1446,TXN00001446,481,Transfer,18099.09,2025-04-07 15:24:00,Success,Normal transaction,15,0,7,4,0,18494.0,11714.18,26,0.0337,0
1447,TXN00001447,19,Withdrawal,18720.26,2025-03-26 08:22:00,Success,Normal transaction,8,2,26,3,0,13888.43,8255.22,19,0.5853,0
1448,TXN00001448,478,Deposit,16476.29,2025-03-05 09:45:00,Success,Normal transaction,9,2,5,3,0,19029.07,11821.66,26,0.2159,0
1449,TXN00001449,456,Deposit,8974.78,2025-08-16 12:59:00,Success,Normal transaction,12,5,16,8,1,16445.38,13433.05,29,0.5561,0
1450,TXN00001450,389,Withdrawal,23045.32,2025-06-02 19:19:00,Success,Normal transaction,19,0,2,6,0,22541.6,13748.37,26,0.0366,0
1451,TXN00001451,99,Deposit,598.55,2025-08-21 09:32:00,Success,Normal transaction,9,3,21,8,0,1284.56,649.45,16,1.0563,0
1452,TXN00001452,344,Deposit,11814.11,2025-04-19 17:34:00,Success,Normal transaction,17,5,19,4,1,11168.38,4713.59,16,0.137,0
1453,TXN00001453,59,Deposit,1578.95,2025-03-16 13:08:00,Success,Normal transaction,13,6,16,3,1,2320.19,1640.51,22,0.4518,0
1454,TXN00001454,180,Transfer,3450.78,2025-07-17 08:58:00,Success,Normal transaction,8,3,17,7,0,4197.4,1735.67,15,0.4302,0
1455,TXN00001455,361,NEFT,9326.92,2025-06-28 06:37:00,Success,Normal transaction,6,5,28,6,1,18381.77,13839.95,15,0.6543,0
1456,TXN00001456,160,Transfer,35499.2,2025-09-04 15:53:00,Success,Unusually large transaction,15,3,4,9,0,18229.06,12795.3,14,1.3497,1
1457,TXN00001457,26,Deposit,14595.11,2025-12-09 18:42:00,Success,Normal transaction,18,1,9,12,0,26058.64,11132.89,14,1.0297,0
1458,TXN00001458,26,Deposit,20770.84,2025-02-09 04:13:00,Success,Normal transaction,4,6,9,2,1,26058.64,11132.89,14,0.475,0
1459,TXN00001459,201,Deposit,17721.32,2025-11-21 15:33:00,Success,Normal transaction,15,4,21,11,0,22126.33,13326.59,18,0.3305,0
1460,TXN00001460,160,Withdrawal,10422.16,2025-05-25 06:52:00,Success,Normal transaction,6,6,25,5,1,18229.06,12795.3,14,0.6101,0
1461,TXN00001461,344,NEFT,22325.43,2025-02-27 04:41:00,Failed,Normal transaction,4,3,27,2,0,11168.38,4713.59,16,2.367,0
1462,TXN00001462,387,UPI,4601.64,2025-04-06 23:17:00,Success,Normal transaction,23,6,6,4,1,8487.34,5136.0,21,0.7566,0
1463,TXN00001463,411,RTGS,14185.87,2025-12-07 23:42:00,Success,Normal transaction,23,6,7,12,1,9833.01,5143.96,32,0.8462,0
1464,TXN00001464,159,UPI,7996.56,2025-12-05 21:23:00,Success,Normal transaction,21,4,5,12,0,7617.07,3419.41,22,0.111,0
1465,TXN00001465,486,Deposit,15824.63,2025-07-07 21:47:00,Success,Normal transaction,21,0,7,7,0,22094.0,12580.1,24,0.4984,0
1466,TXN00001466,201,Deposit,43089.03,2025-08-29 12:53:00,Success,Normal transaction,12,4,29,8,0,22126.33,13326.59,18,1.573,0
1467,TXN00001467,452,Withdrawal,7355.12,2025-12-21 23:47:00,Success,Normal transaction,23,6,21,12,1,17649.02,9588.37,16,1.0736,0
1468,TXN00001468,244,Deposit,15863.99,2025-12-15 13:03:00,Success,Normal transaction,13,0,15,12,0,11639.03,9094.16,19,0.4646,0
1469,TXN00001469,88,Deposit,27949.26,2025-09-11 20:29:00,Success,Normal transaction,20,3,11,9,0,18974.16,9451.59,18,0.9496,0
1470,TXN00001470,66,Transfer,9540.46,2025-10-23 09:52:00,Success,Normal transaction,9,3,23,10,0,15578.66,8506.27,23,0.7099,0
1471,TXN00001471,408,Deposit,1646.51,2025-02-21 15:29:00,Success,Normal transaction,15,4,21,2,0,1012.88,467.85,23,1.3544,0
1472,TXN00001472,273,Withdrawal,18949.52,2025-10-29 01:25:00,Success,Normal transaction,1,2,29,10,0,23527.98,12126.63,19,0.3776,0
1473,TXN00001473,125,Transfer,7131.43,2025-12-18 06:06:00,Success,Normal transaction,6,3,18,12,0,5900.92,2812.71,13,0.4375,0
1474,TXN00001474,175,Deposit,18816.89,2025-11-10 22:51:00,Success,Normal transaction,22,0,10,11,0,20070.44,10636.12,21,0.1179,0
1475,TXN00001475,223,Transfer,2596.0,2025-09-07 04:23:00,Success,Normal transaction,4,6,7,9,1,3786.56,1855.97,20,0.6415,0
1476,TXN00001476,121,Deposit,282885.31,2025-02-26 17:18:00,Success,Unusually large transaction,17,2,26,2,0,22773.57,12552.96,22,20.7212,1
1477,TXN00001477,365,Transfer,36460.12,2025-12-21 08:28:00,Success,Normal transaction,8,6,21,12,1,35790.21,40075.25,21,0.0167,0
1478,TXN00001478,306,Withdrawal,9329.99,2025-03-13 02:37:00,Success,Normal transaction,2,3,13,3,0,28549.36,17290.52,18,1.1116,0
1479,TXN00001479,91,Withdrawal,7028.44,2025-10-23 11:45:00,Success,Normal transaction,11,3,23,10,0,4223.88,2630.27,21,1.0663,0
1480,TXN00001480,56,UPI,9252.12,2025-10-03 21:56:00,Success,Normal transaction,21,4,3,10,0,28725.19,22171.04,14,0.8783,0
1481,TXN00001481,331,UPI,16271.58,2025-03-07 22:10:00,Success,Normal transaction,22,4,7,3,0,10047.01,4604.43,26,1.3519,0
1482,TXN00001482,72,RTGS,9976.6,2025-01-01 03:13:00,Success,Normal transaction,3,2,1,1,0,7052.21,4827.0,23,0.6058,0
1483,TXN00001483,339,Deposit,6649.88,2025-08-01 06:23:00,Success,Normal transaction,6,4,1,8,0,14990.61,8910.38,17,0.9361,0
1484,TXN00001484,296,Withdrawal,10606.18,2025-05-30 18:11:00,Success,Normal transaction,18,4,30,5,0,14816.19,6456.42,16,0.6521,0
1485,TXN00001485,163,Deposit,8721.51,2025-08-10 18:23:00,Success,Normal transaction,18,6,10,8,1,16281.45,9010.3,21,0.839,0
1486,TXN00001486,480,Withdrawal,11831.34,2025-09-08 16:27:00,Failed,Normal transaction,16,0,8,9,0,13455.62,12164.03,20,0.1335,0
1487,TXN00001487,299,Deposit,13304.58,2025-10-22 07:51:00,Success,Normal transaction,7,2,22,10,0,17687.71,9114.99,22,0.4809,0
